facil,SiteCode  ,Storer         ,Sku                 ,Description                                                 ,<= 15 Days,>15 and <=30 Days   ,>30 and <=45 Days   ,>45 and <=60 Days   ,>60 and <=90 Days   ,>90 and <=120 Days  ,>120 and <=150 Days ,>150 and <=180 Days ,>180 and <=210 Days ,>210 Days 
DLNSW,VMI       ,M1100          ,4DKY8               ,CTRG TONR 9K BLK C5765                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,98        
DLAKL,DMI       ,DELL           ,4G9HP               ,CTRG TONR 1.2K BLK 1660                                     ,0         ,0                   ,0                   ,17                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,4G9HP               ,CTRG TONR 1.2K BLK 1660                                     ,0         ,0                   ,90                  ,25                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,4N369               ,9 Cell Battery                                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,99        
DLNSW,DMI       ,DELL           ,4N369               ,9 Cell Battery                                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,25        
DLNSW,DMI       ,DELL           ,4PM4T               ,FGA TC WYSE 5010 THIN CLIE BTS                              ,90        ,0                   ,0                   ,26                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,4T14T               ,CUS CTRG TONR 45K REGLR B5460                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,15        
DLNSW,DMI       ,DELL           ,4T78N               ,ASSY LK KENSGTN COMBO A/E ST                                ,188       ,18                  ,0                   ,1                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,4TFPN               ,P1914S                                                      ,0         ,50                  ,50                  ,75                  ,0                   ,0                   ,0                   ,0                   ,0                   ,10        
DLNSW,VMI       ,M1865          ,4TFPN               ,P1914S                                                      ,0         ,0                   ,0                   ,1024                ,480                 ,717                 ,0                   ,0                   ,0                   ,0         
